Number,Region,AreaName,EncounterRate
525,Unova,Victory Road (unknown area 57),30
525,Unova,Victory Road (unknown area 58),20
525,Unova,Victory Road (unknown area 59),30
525,Unova,Victory Road (unknown area 60),30
525,Unova,Victory Road (unknown area 61),30
525,Unova,Victory Road (unknown area 62),30
525,Unova,Victory Road (unknown area 63),30
525,Unova,Victory Road (unknown area 64),30
525,Unova,Victory Road (unknown area 65),30
525,Unova,Victory Road (unknown area 66),30
525,Unova,Victory Road 2 (unknown area 74),80
525,Unova,Victory Road 2 (unknown area 75),80
525,Unova,Wellspring Cave,50
527,Kalos,Friend Safari (Flying),33
527,Unova,Challengers Cave (1F),20
527,Unova,Challengers Cave (B1F),20
527,Unova,Challengers Cave (B2F),20
527,Unova,Clay Tunnel,10
527,Unova,Glacier Room,10
527,Unova,Guidance Chamber,30
527,Unova,Iron Room,10
527,Unova,Mistralton Cave,30
527,Unova,Relic Tunnel (Castelia Sewers entrance),31
527,Unova,Relic Tunnel (PWT entrance),36
527,Unova,Relic Tunnel (Relic Castle entrance),31
527,Unova,Reversal Mountain (unknown area 49),35
527,Unova,Reversal Mountain (unknown area 50),35
527,Unova,Reversal Mountain (unknown area 51),35
527,Unova,Reversal Mountain (unknown area 52),35
527,Unova,Reversal Mountain (unknown area 53),35
527,Unova,Reversal Mountain (unknown area 54),35
527,Unova,Reversal Mountain (unknown area 55),35
527,Unova,Reversal Mountain (unknown area 56),35
527,Unova,Reversal Mountain (unknown area 57),35
527,Unova,Reversal Mountain (unknown area 58),35
527,Unova,Reversal Mountain (unknown area 59),35
527,Unova,Reversal Mountain (unknown area 60),35
527,Unova,Rocky Mountain Room,10
527,Unova,Seaside Cave (1F),35
527,Unova,Seaside Cave (B1F),35
527,Unova,Trial Chamber,20
527,Unova,Twist Mountain,50
527,Unova,Underground Ruins,10
527,Unova,Unova Route 6 (Hidden Grotto – Mistralton Cave),20
527,Unova,Unova Route 6 (Hidden Grotto – Near Pokemon Breeder),20
527,Unova,Victory Road (4f Middle Room),20
527,Unova,Victory Road (unknown area 53),10
527,Unova,Victory Road (unknown area 54),20
527,Unova,Victory Road (unknown area 55),20
527,Unova,Victory Road (unknown area 57),20
527,Unova,Victory Road (unknown area 58),10
527,Unova,Victory Road (unknown area 59),20
527,Unova,Victory Road (unknown area 60),20
527,Unova,Victory Road (unknown area 61),20
527,Unova,Victory Road (unknown area 62),20
527,Unova,Victory Road (unknown area 63),20
527,Unova,Victory Road (unknown area 64),20
527,Unova,Victory Road (unknown area 65),20
527,Unova,Victory Road (unknown area 66),20
527,Unova,Wellspring Cave,50
529,Unova,Chargestone Cave (1F),100
529,Unova,Chargestone Cave (B1F),100
529,Unova,Chargestone Cave (B2F),100
529,Unova,Guidance Chamber,100
529,Unova,Mistralton Cave,100
529,Unova,Relic Tunnel (Castelia Sewers entrance),80
529,Unova,Relic Tunnel (PWT entrance),80
529,Unova,Relic Tunnel (Relic Castle entrance),80
529,Unova,Twist Mountain,100
529,Unova,Wellspring Cave,100
530,Hoenn,Mirage Cave (North of Fortree),30
530,Hoenn,Mirage Cave (North of Route 132),30
530,Kalos,Friend Safari (Steel),33
530,Unova,Challengers Cave (1F),100
530,Unova,Challengers Cave (B1F),100
530,Unova,Challengers Cave (B2F),100
530,Unova,Clay Tunnel,75
530,Unova,Giant Chasm,100
530,Unova,Giant Chasm (forest cave),100
530,Unova,Glacier Room,75
530,Unova,Iron Room,75
530,Unova,Reversal Mountain (unknown area 49),100
530,Unova,Reversal Mountain (unknown area 50),100
530,Unova,Reversal Mountain (unknown area 51),100
530,Unova,Reversal Mountain (unknown area 52),100
530,Unova,Reversal Mountain (unknown area 53),100
530,Unova,Reversal Mountain (unknown area 54),100
530,Unova,Reversal Mountain (unknown area 55),100
530,Unova,Reversal Mountain (unknown area 56),100
530,Unova,Reversal Mountain (unknown area 57),100
530,Unova,Reversal Mountain (unknown area 58),100
530,Unova,Reversal Mountain (unknown area 59),100
530,Unova,Reversal Mountain (unknown area 60),100
530,Unova,Rocky Mountain Room,75
530,Unova,Seaside Cave (1F),100
530,Unova,Seaside Cave (B1F),100
530,Unova,Trial Chamber,100
530,Unova,Twist Mountain,75
530,Unova,Underground Ruins,75
530,Unova,Victory Road (4f Middle Room),100
530,Unova,Victory Road (7F),100
530,Unova,Victory Road (unknown area 53),100
530,Unova,Victory Road (unknown area 54),100
530,Unova,Victory Road (unknown area 55),100
530,Unova,Victory Road (unknown area 57),100
530,Unova,Victory Road (unknown area 58),100
530,Unova,Victory Road (unknown area 59),100
530,Unova,Victory Road (unknown area 60),100
530,Unova,Victory Road (unknown area 61),100
530,Unova,Victory Road (unknown area 62),100
530,Unova,Victory Road (unknown area 63),100
530,Unova,Victory Road (unknown area 64),100
530,Unova,Victory Road (unknown area 65),100
530,Unova,Victory Road (unknown area 66),100
530,Unova,Victory Road 2 (unknown area 74),80
530,Unova,Victory Road 2 (unknown area 75),80
530,Unova,Victory Road 2 (unknown area 77),80
530,Unova,Victory Road 2 (unknown area 80),80
530,Unova,Wellspring Cave,100
531,Alola,Ultra Space Wilds Crag,15
531,Hoenn,Mirage Forest (South of Route 109),90
531,Hoenn,Mirage Forest (South of Route 132),10
531,Hoenn,Mirage Island (South of Pacofidlog),90
531,Hoenn,Mirage Mountain (East of Mossdeep),60
531,Kalos,Friend Safari (Normal),33
531,Unova,Abundant Shrine,80
531,Unova,Castelia City,90
531,Unova,Cold Storage,90
531,Unova,Dragonspiral Tower (entrance),90
531,Unova,Dragonspiral Tower (outside),90
531,Unova,Dreamyard,95
531,Unova,Floccesy Ranch (inner),90
531,Unova,Giant Chasm (forest cave),85
531,Unova,Giant Chasm (forest),85
531,Unova,Giant Chasm (outside),85
531,Unova,Lostlorn Forest,45
531,Unova,Nature Sanctuary,85
531,Unova,P2 Laboratory,95
531,Unova,Pinwheel Forest (inside),65
531,Unova,Pinwheel Forest (outside),95
531,Unova,Reversal Mountain (unknown area 48),100
531,Unova,Road 1,100
531,Unova,Road 10,80
531,Unova,Road 10 (Victory Road gate),80
531,Unova,Road 11,85
531,Unova,Road 12,70
531,Unova,Road 13,85
531,Unova,Road 14,90
531,Unova,Road 15,75
531,Unova,Road 16,85
531,Unova,Road 18,95
531,Unova,Road 2,100
531,Unova,Road 20,90
531,Unova,Road 22,85
531,Unova,Road 23,80
531,Unova,Road 3,100
531,Unova,Road 5,85
531,Unova,Road 6,75
531,Unova,Road 7,90
531,Unova,Road 9,80
531,Unova,Victory Road 2 (unknown area 72),80
531,Unova,Victory Road 2 (unknown area 73),85
531,Unova,Victory Road 2 (unknown area 76),95
531,Unova,Victory Road 2 (unknown area 79),85
531,Unova,Village Bridge,90
531,Unova,Virbank Complex (inner),100
531,Unova,Virbank Complex (outer),100
532,Unova,Cold Storage,30
532,Unova,Pinwheel Forest (outside),40
532,Unova,Relic Tunnel (Castelia Sewers entrance),20
533,Kalos,Road 18,40
533,Kalos,Victory Road (unknown area 322),30
533,Kalos,Victory Road (unknown area 324),30
533,Kalos,Victory Road (unknown area 326),30
533,Kalos,Victory Road (unknown area 328),30
533,Unova,Pinwheel Forest (outside),80
533,Unova,Relic Tunnel (PWT entrance),20
533,Unova,Relic Tunnel (Relic Castle entrance),20
533,Unova,Twist Mountain,100
533,Unova,Victory Road 2 (unknown area 76),100
535,Unova,Pinwheel Forest (outside),80
536,Kalos,Friend Safari (Ground),33
536,Unova,Icirrus City,100
536,Unova,Moor of Icirrus,100
536,Unova,Pinwheel Forest (outside),50
536,Unova,Road 8,100
537,Unova,Icirrus City,20
537,Unova,Moor of Icirrus,20
537,Unova,Pinwheel Forest (outside),5
537,Unova,Road 8,20
538,Kalos,Friend Safari (Fighting),33
538,Kalos,Road 11,20
538,Unova,Pinwheel Forest (outside),30
538,Unova,Road 10,20
538,Unova,Road 10 (Victory Road gate),20
538,Unova,Road 15,40
538,Unova,Road 18,40
538,Unova,Road 23,50
538,Unova,Victory Road 2 (unknown area 76),60
539,Kalos,Friend Safari (Fighting),33
539,Kalos,Road 11,20
539,Unova,Pinwheel Forest (outside),30
539,Unova,Road 10,20
539,Unova,Road 10 (Victory Road gate),20
539,Unova,Road 15,40
539,Unova,Road 18,40
539,Unova,Road 23,50
539,Unova,Victory Road 2 (unknown area 76),5
540,Unova,Pinwheel Forest (inside),35
540,Unova,Road 12,30
540,Unova,Road 20,50
541,Kalos,Friend Safari (Grass),33
541,Unova,Lostlorn Forest,70
541,Unova,Pinwheel Forest (inside),50
541,Unova,Road 6,20
542,Unova,Lostlorn Forest,5
542,Unova,Lostlorn Forest (Hidden Grotto),20
542,Unova,Road 12,5
542,Unova,Road 6,5
543,Unova,Lostlorn Forest,30
543,Unova,Pinwheel Forest (inside),15
543,Unova,Road 20,20
544,Kalos,Friend Safari (Poison),33
544,Unova,Lostlorn Forest,20
544,Unova,Pinwheel Forest (inside),30
545,Unova,Pinwheel Forest (inside),5
546,Alola,Malie Garden Area,10
546,Alola,Melemele Meadow Area,30
546,Alola,Poni Meadow Area,50
546,Alola,Poni Plains Center,90
546,Alola,Poni Plains East,20
546,Alola,Poni Plains North,20
546,Alola,Poni Plains West,20
546,Alola,Ulaula Meadow Area,30
546,Unova,Abundant Shrine,65
546,Unova,Castelia City,70
546,Unova,Lostlorn Forest,70
546,Unova,Pinwheel Forest (inside),90
546,Unova,Victory Road 2 (unknown area 72),100
547,Unova,Abundant Shrine,5
547,Unova,Castelia City,5
547,Unova,Lostlorn Forest,5
547,Unova,Pinwheel Forest (inside),5
547,Unova,Victory Road 2 (unknown area 72),5
548,Alola,Malie Garden Area,10
548,Alola,Melemele Meadow Area,30
548,Alola,Poni Meadow Area,50
548,Alola,Poni Plains Center,90
548,Alola,Poni Plains East,20
548,Alola,Poni Plains North,20
548,Alola,Poni Plains West,20
548,Alola,Ulaula Meadow Area,30
548,Hoenn,Mirage Forest (South of Route 132),30
548,Hoenn,Mirage Forest (West of Route 114),10
548,Kalos,Friend Safari (Grass),33
548,Unova,Abundant Shrine,65
548,Unova,Castelia City,70
548,Unova,Lostlorn Forest,70
548,Unova,Pinwheel Forest (inside),90
548,Unova,Victory Road 2 (unknown area 72),100
549,Unova,Abundant Shrine,5
549,Unova,Castelia City,5
549,Unova,Lostlorn Forest,5
549,Unova,Pinwheel Forest (inside),5
549,Unova,Victory Road 2 (unknown area 72),5
550,Alola,Brooklet Hill North,50
550,Alola,Brooklet Hill South,50
550,Alola,Malie Garden Area,40
550,Alola,Vast Poni Canyon Northwest,45
550,Kalos,Couriway Town,65
550,Kalos,Frost Cavern (unknown area 313),65
550,Kalos,Frost Cavern (unknown area 315),65
550,Kalos,Laverre City,65
550,Kalos,Pokemon Village,65
550,Kalos,Road 15,65
550,Kalos,Road 16,65
550,Kalos,Road 21,95
550,Kalos,Victory Road (unknown area 322),65
550,Kalos,Victory Road (unknown area 327),65
550,Kalos,Victory Road (unknown area 328),65
550,Unova,Abundant Shrine,100
550,Unova,Aspertia City,100
550,Unova,Challengers Cave (B2F),100
550,Unova,Clay Tunnel,100
550,Unova,Dragonspiral Tower (outside),100
550,Unova,Floccesy Ranch (inner),100
550,Unova,Floccesy Ranch (outer),100
550,Unova,Giant Chasm,100
550,Unova,Giant Chasm (forest cave),100
550,Unova,Humilau City,5
550,Unova,Lostlorn Forest,100
550,Unova,Nature Sanctuary,100
550,Unova,Pinwheel Forest (inside),100
550,Unova,Relic Tunnel (Relic Castle entrance),100
550,Unova,Road 1,100
550,Unova,Road 11,100
550,Unova,Road 13,5
550,Unova,Road 14,100
550,Unova,Road 19,100
550,Unova,Road 20,100
550,Unova,Road 22,100
550,Unova,Road 23,100
550,Unova,Road 3,100
550,Unova,Road 6,100
550,Unova,Striaton City,100
550,Unova,Undella Town,5
550,Unova,Victory Road (unknown area 53),100
550,Unova,Victory Road (unknown area 58),100
550,Unova,Victory Road 2 (unknown area 71),100
550,Unova,Victory Road 2 (unknown area 73),100
550,Unova,Victory Road 2 (unknown area 75),100
550,Unova,Victory Road 2 (unknown area 78),100
550,Unova,Victory Road 2 (unknown area 79),100
550,Unova,Village Bridge,100
550,Unova,Wellspring Cave,100
551,Alola,Haina Desert Area,100
551,Kalos,Friend Safari (Dark),33
551,Kalos,Road 9,40
551,Unova,Desert Resort,40
551,Unova,Desert Resort (entrance),40
551,Unova,Relic Castle (A),50
551,Unova,Relic Castle (C),30
551,Unova,Road 4,40
552,Alola,Haina Desert Area,100
552,Unova,Relic Castle (B),50
552,Unova,Relic Castle (C),35
554,Unova,Desert Resort,30
554,Unova,Desert Resort (entrance),30
554,Unova,Road 4,40
555,Hoenn,Mirage Island (Route 114),60
555,Hoenn,Mirage Island (West Of Route 104),10
555,Hoenn,Mirage Mountain (North of Mossdeep),60
556,Hoenn,Mirage Island (South of Route 134),10
556,Kalos,Friend Safari (Grass),33
556,Unova,Desert Resort,10
556,Unova,Desert Resort (entrance),10
557,Kalos,Ambrette Town,66
557,Kalos,Azure Bay,66
557,Kalos,Cyllage City,66
557,Kalos,Friend Safari (Rock),33
557,Kalos,Glittering Cave (unknown area 304),65
557,Kalos,Road 12,66
557,Kalos,Road 8,66
557,Unova,Desert Resort,10
557,Unova,Desert Resort (entrance),10
557,Unova,Road 18,30
558,Alola,Ultra Space Wilds Cave,15
558,Hoenn,Mirage Mountain (South East of Route 129),15
558,Unova,Road 18,40
558,Unova,Seaside Cave (1F),100
559,Alola,Alola Route 16 West,30
559,Alola,Alola Route 17 Northeast,20
559,Alola,Alola Route 17 West,40
559,Kalos,Road 5,35
559,Unova,Desert Resort (entrance),10
559,Unova,P2 Laboratory,14
559,Unova,Road 1,25
559,Unova,Road 18,80
559,Unova,Road 4,20
560,Unova,P2 Laboratory,15
560,Unova,Road 1,11
560,Unova,Road 15,20
560,Unova,Road 18,60
561,Alola,Ultra Space Wilds Cliff,15
561,Kalos,Friend Safari (Psychic),33
561,Kalos,Road 10,30
561,Unova,Desert Resort,10
562,Unova,Relic Castle (A),50
562,Unova,Relic Castle (C),40
563,Hoenn,Mirage Cave (North of Route 124),40
563,Hoenn,Mirage Cave (South of Pacifidlog),30
563,Unova,Relic Castle (B),50
563,Unova,Relic Castle (C),20
568,Alola,Malie City Outer Cape,30
568,Unova,Road 16,40
568,Unova,Road 4,25
568,Unova,Road 5,40
569,Alola,Malie City Outer Cape,15
569,Kalos,Friend Safari (Poison),33
569,Unova,Road 9,40
569,Unova,Unova Route 9 (Hidden Grotto),10
570,Alola,Alola Route 1 Trainers School,30
571,Alola,Poni Grove Area,20
571,Kalos,Pokemon Village,20
571,Kalos,Road 20,10
571,Unova,Lostlorn Forest,100
572,Alola,Malie City Outer Cape,20
572,Hoenn,Mirage Forest (East of Mossdeep),10
572,Kalos,Friend Safari (Normal),33
572,Unova,Cold Storage,40
572,Unova,Road 16,60
572,Unova,Road 4,25
572,Unova,Road 5,60
572,Unova,Road 9,60
572,Unova,Unova Route 5 (Hidden Grotto),5
573,Unova,Cold Storage,5
573,Unova,Road 16,5
573,Unova,Road 5,5
573,Unova,Road 9,5
574,Unova,Road 16,60
574,Unova,Road 5,60
574,Unova,Strange House (1F),20
574,Unova,Strange House (B1F),20
575,Kalos,Friend Safari (Psychic),33
575,Kalos,Pokemon Village,40
575,Kalos,Road 20,40
575,Unova,Road 9,60
575,Unova,Strange House (1F),5
575,Unova,Strange House (B1F),15
576,Unova,Road 9,5
577,Kalos,Reflection Cave (unknown area 305),20
577,Kalos,Reflection Cave (unknown area 306),20
577,Kalos,Reflection Cave (unknown area 307),20
577,Kalos,Reflection Cave (unknown area 308),20
577,Unova,Road 16,60
577,Unova,Road 5,60
577,Unova,Strange House (1F),20
577,Unova,Strange House (B1F),20
578,Kalos,Friend Safari (Psychic),33
578,Unova,Road 9,60
578,Unova,Strange House (1F),5
578,Unova,Strange House (B1F),15
579,Unova,Road 9,5
580,Kalos,Road 7,30
580,Unova,Driftveil Drawbridge,100
581,Alola,Ultra Space Wilds Cliff,15
581,Kalos,Friend Safari (Flying),33
581,Unova,Marvelous Bridge,100
582,Alola,Mount Lanakila Base,11
582,Alola,Tapu Village Area,10
582,Kalos,Frost Cavern (unknown area 313),60
582,Kalos,Frost Cavern (unknown area 314),60
582,Kalos,Frost Cavern (unknown area 315),60
582,Kalos,Frost Cavern (unknown area 316),60
582,Kalos,Frost Cavern (unknown area 317),60
582,Unova,Cold Storage,60
582,Unova,Dragonspiral Tower (entrance),30
582,Unova,Dragonspiral Tower (outside),30
582,Unova,Road 6,30
583,Alola,Mount Lanakila Outside,10
583,Unova,Dragonspiral Tower (entrance),50
583,Unova,Dragonspiral Tower (outside),50
583,Unova,Giant Chasm,15
583,Unova,Giant Chasm (outside),20
584,Alola,Mount Lanakila Outside,1
584,Unova,Dragonspiral Tower (entrance),5
584,Unova,Dragonspiral Tower (outside),5
584,Unova,Giant Chasm (outside),5
585,Unova,Dragonspiral Tower (entrance),90
585,Unova,Dragonspiral Tower (outside),30
585,Unova,Road 6,70
585,Unova,Road 7,40
586,Kalos,Friend Safari (Grass),33
586,Unova,Dragonspiral Tower (entrance),75
586,Unova,Dragonspiral Tower (outside),90
587,Alola,Poni Plains West,20
587,Kalos,Friend Safari (Electric),33
587,Kalos,Road 10,10
587,Unova,Abundant Shrine,10
587,Unova,Dragonspiral Tower (entrance),10
587,Unova,Dragonspiral Tower (outside),10
587,Unova,Giant Chasm (outside),10
587,Unova,Lostlorn Forest,10
587,Unova,Road 10,10
587,Unova,Road 10 (Victory Road gate),10
587,Unova,Road 11,10
587,Unova,Road 12,10
587,Unova,Road 13,10
587,Unova,Road 14,10
587,Unova,Road 15,10
587,Unova,Road 16,10
587,Unova,Road 22,10
587,Unova,Road 23,10
587,Unova,Road 5,10
587,Unova,Road 6,20
587,Unova,Road 7,10
587,Unova,Road 9,10
587,Unova,Village Bridge,10
588,Kalos,Road 14,20
588,Kalos,Road 19,30
588,Unova,Icirrus City,60
588,Unova,Moor of Icirrus,60
588,Unova,Road 11,50
588,Unova,Road 6,50
588,Unova,Road 8,60
590,Kalos,Pokemon Village,60
590,Kalos,Road 15,75
590,Kalos,Road 16,75
590,Kalos,Road 20,60
590,Unova,Road 10,100
590,Unova,Road 10 (Victory Road gate),10
590,Unova,Road 6,100
590,Unova,Road 7,100
590,Unova,Unova Route 13 (Hidden Grotto – Giant Chasm),75
590,Unova,Unova Route 13 (Hidden Grotto – Stairs),75
590,Unova,Unova Route 5 (Hidden Grotto),75
590,Unova,Unova Route 6 (Hidden Grotto – Mistralton Cave),75
590,Unova,Unova Route 6 (Hidden Grotto – Near Pokemon Breeder),75
591,Kalos,Pokemon Village,40
591,Kalos,Road 20,50
591,Unova,Abundant Shrine (Hidden Grotto – Near Youngster),75
591,Unova,Abundant Shrine (Hidden Grotto – Shrine),75
591,Unova,Pinwheel Forest (Hidden Grotto – Inner area),56
591,Unova,Road 10,100
591,Unova,Road 10 (Victory Road gate),10
591,Unova,Road 11,100
591,Unova,Road 22,100
591,Unova,Road 23,100
591,Unova,Unova Route 22 (Hidden Grotto),75
592,Alola,Alola Route 14 Area,100
592,Unova,Driftveil City,100
592,Unova,Humilau City,65
592,Unova,P2 Laboratory,100
592,Unova,Road 13,65
592,Unova,Road 17,100
592,Unova,Road 18,100
592,Unova,Road 21,65
592,Unova,Road 4,100
592,Unova,Seaside Cave (1F),70
592,Unova,Undella Bay,65
592,Unova,Undella Town,65
592,Unova,Virbank City,100
592,Unova,Virbank Complex (outer),100
593,Unova,Driftveil City,5
593,Unova,Humilau City,60
593,Unova,P2 Laboratory,5
593,Unova,Road 13,30
593,Unova,Road 17,5
593,Unova,Road 18,5
593,Unova,Road 21,60
593,Unova,Road 4,5
593,Unova,Seaside Cave (1F),30
593,Unova,Undella Bay,100
593,Unova,Undella Town,30
593,Unova,Virbank City,5
593,Unova,Virbank Complex (outer),5
594,Alola,Brooklet Hill Totems Den,40
594,Kalos,Azure Bay,60
594,Kalos,Shalour City,60
594,Unova,Driftveil City,95
594,Unova,P2 Laboratory,95
594,Unova,Road 17,95
594,Unova,Road 18,95
594,Unova,Road 21,35
594,Unova,Road 4,95
594,Unova,Virbank City,95
594,Unova,Virbank Complex (outer),95
595,Unova,Chargestone Cave (1F),39
595,Unova,Chargestone Cave (B1F),39
595,Unova,Chargestone Cave (B2F),36
596,Kalos,Friend Safari (Electric),33
597,Kalos,Friend Safari (Steel),33
597,Unova,Chargestone Cave (1F),20
597,Unova,Chargestone Cave (B1F),20
597,Unova,Chargestone Cave (B2F),20
599,Hoenn,Mirage Cave (North of Fortree),30
599,Hoenn,Mirage Cave (North of Route 124),60
599,Hoenn,Mirage Cave (West of Rustboro),60
599,Unova,Chargestone Cave (1F),29
599,Unova,Chargestone Cave (B1F),29
599,Unova,Chargestone Cave (B2F),26
599,Unova,P2 Laboratory,14
600,Kalos,Friend Safari (Steel),33
600,Unova,P2 Laboratory,15
601,Unova,P2 Laboratory,5
602,Hoenn,Mirage Cave (North of Fallarbor),60
602,Hoenn,Mirage Cave (North of Fortree),30
602,Hoenn,Mirage Cave (North of Route 132),30
602,Hoenn,Mirage Cave (South East of Route 129),60
602,Hoenn,Mirage Cave (South of Pacifidlog),60
602,Hoenn,Mirage Cave (West of Rustboro),40
602,Unova,Chargestone Cave (1F),2
602,Unova,Chargestone Cave (B1F),2
602,Unova,Chargestone Cave (B2F),8
602,Unova,Seaside Cave (1F),5
603,Unova,Seaside Cave (B1F),5
605,Alola,Mount Hokulani East,50
605,Alola,Mount Hokulani West,20
605,Unova,Celestial Tower (3F),15
605,Unova,Celestial Tower (4F),30
605,Unova,Celestial Tower (5F),50
606,Unova,Road 14,20
607,Kalos,Lost Hotel,20
607,Unova,Celestial Tower (2F),100
607,Unova,Celestial Tower (3F),85
607,Unova,Celestial Tower (4F),70
607,Unova,Celestial Tower (5F),50
607,Unova,Strange House (1F),30
607,Unova,Strange House (B1F),20
608,Kalos,Friend Safari (Ghost),33
610,Kalos,Connecting Cave,15
610,Unova,Guidance Chamber,20
610,Unova,Mistralton Cave,20
611,Kalos,Friend Safari (Dragon),33
611,Unova,Nature Sanctuary,20
611,Unova,Victory Road (outside),5
612,Unova,Nature Sanctuary,100
613,Kalos,Frost Cavern (unknown area 313),35
613,Kalos,Frost Cavern (unknown area 314),35
613,Kalos,Frost Cavern (unknown area 315),35
613,Kalos,Frost Cavern (unknown area 316),35
613,Kalos,Frost Cavern (unknown area 317),35
613,Unova,Dragonspiral Tower (entrance),10
613,Unova,Dragonspiral Tower (outside),10
613,Unova,Road 7,60
613,Unova,Twist Mountain,69
613,Unova,Unova Route 7 (Hidden Grotto),5
614,Kalos,Friend Safari (Ice),33
614,Kalos,Frost Cavern (unknown area 314),20
614,Kalos,Frost Cavern (unknown area 315),20
614,Kalos,Frost Cavern (unknown area 316),20
614,Kalos,Frost Cavern (unknown area 317),20
614,Unova,Dragonspiral Tower (entrance),30
614,Unova,Dragonspiral Tower (outside),30
614,Unova,Twist Mountain,45
615,Kalos,Frost Cavern (unknown area 314),4
615,Kalos,Frost Cavern (unknown area 315),4
615,Kalos,Frost Cavern (unknown area 316),4
615,Kalos,Frost Cavern (unknown area 317),4
615,Unova,Twist Mountain,15
616,Kalos,Road 14,20
616,Kalos,Road 19,30
616,Unova,Icirrus City,100
616,Unova,Moor of Icirrus,100
616,Unova,Road 11,50
616,Unova,Road 6,50
616,Unova,Road 8,100
618,Alola,Ultra Space Wilds Waterfall,15
618,Kalos,Friend Safari (Electric),33
618,Kalos,Road 14,55
618,Kalos,Road 19,54
618,Unova,Icirrus City,100
618,Unova,Moor of Icirrus,100
618,Unova,Road 8,100
619,Alola,Vast Poni Canyon Outside,20
